AEB1C030-67FA-4496-B9B9-C1DF1E7CDE6C	[Взаимодействие с банком]->[Процессы]->[Загрузка б.отчета об оборотах д.средств]->{формирование уведомлений}	nd").Gt(0m);      var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);      var bAccountSrc = query.JoinSource(query.So	B45ED0AB-EAC7-47E0-A41B-3920A4CCE511	1	1
80FE042B-AB78-4D85-B3C1-A8C6CD69F130	[Взаимодействие с банком]->[Процессы]->[Загрузка банковских номеров]->{Считывание банковских счетов}	                  var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);          query.AddAttribute("Activity");        	828947AE-44B6-4ECE-ADE3-E6DFA63D3FE0	1	1
6AA21A2E-4FA9-4885-8B76-49CAB535E06B	[Выплаты АСП]->[Процессы]->[***Печать банковского реестра на прекращение выплат]->{Скрипт}	Id);              var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);                            /*var notTermSrc = qu	9A8C0BB4-8763-46AA-9B26-38385D7E65D3	1	1
1F0340ED-2AE2-4B69-8D5C-B7C74B3FA9F0	[Заявление на АСП]->[Процессы]->[***Создание умершего человека]->{поиск заявлений}	LL") <= 222;      var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);      var appstatesrc = query.JoinSource(query.So	DF0270AF-A5CF-4B20-A1F6-5711C1962CA2	1	1
4E094E67-47A9-4683-AB31-415AE515FC86	[Заявление на АСП]->[Процессы]->[***Создание умершего человека]->{Прекращение}	).Eq(appId);      var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);      query.AddAttribute("&Id");      using(var r	DF0270AF-A5CF-4B20-A1F6-5711C1962CA2	1	1
DB614159-54AB-4390-8846-ADF69BB7F7CB	[Заявление на АСП]->[Процессы]->[***Создание умершего человека]->{проверка на остаток выплат}	Date).End();      var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);      query.AddAttribute("BalanceEnd");      quer	DF0270AF-A5CF-4B20-A1F6-5711C1962CA2	1	3
E58A7803-75EE-434E-951E-A86BB602AEC5	[Заявление на АСП]->[Процессы]->[Верификация]->[Отчет по ходу выполнения планов проверки]->{Скрипт}	eId);              // query = SqlQueryBuilder.Build(context.DataContext, qb.Def);              query = sqlQueryBuilder.Build(qb.De	D670CBC5-4F89-4891-BA1C-C4D001863023	1	1
3CF0EA52-81F6-4E30-B668-EBC0C228837B	[Заявление на АСП]->[Процессы]->[Верификация]->[Сформировать список заявлений для верификации]->[Скрипт]	ext.CreateSqlQuery(qb.Def)) //SqlQueryBuilder.Build(context.DataContext, qb.Def);      {          query.AddAttribute("Value");    	41E4F4B6-6B27-4679-A77F-6E39E7D2618C	1	1
0E8A2B3F-CA3A-4A35-89BC-F876388E54E0	[Заявление на АСП]->[Процессы]->[Верификация]->[Сформировать список заявлений для верификации]->{Запрос на заявления}	ext.CreateSqlQuery(qb.Def)) //SqlQueryBuilder.Build(context.DataContext, qb.Def);              {                  query.AddAttribu	41E4F4B6-6B27-4679-A77F-6E39E7D2618C	1	2
380B6947-829D-48CF-91E7-4FB3C007E204	[Заявление на АСП]->[Процессы]->[Создание умершего человека]->[Поиск заявлений]	ext)).End();      var query = SqlQueryBuilder.Build(context.DataContext, qb.Def);      var appstatesrc = query.JoinSource(query.So	11966693-234C-43DF-B674-ACFD7A73352A	1	1
